"site_code","reach_code","year_month","day","replicate","note_invertebrate_sample","observer","subsample_fraction","length","count","taxon","note_invertebrate_observation"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,8,3,"Cryptolabis","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,10,2,"Cryptolabis","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,8,1,"Euparyphus","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,10,1,"Euparyphus","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,2,1,"Hemerodromia","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.1,0,1,"Hydrachnidia",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,1,5,"Hydrachnidia",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,1,1,"Isotomidae",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,0,1,"Lebertia",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,1,4,"Lebertia",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,1,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,2,2,"Leptohyphes","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,3,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,4,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,5,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,4,1,"Liodessus","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,3,1,"Nematoda",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,9,1,"Nematoda",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,2,1,"Neocorixa","nymph"
"SS","G","2010-06",NA,2,NA,"MaTs",0.167,2,22,"Oligochaeta",""
"SS","G","2010-06",NA,2,NA,"MaTs",0.077,3,4,"Oligochaeta",""
"SS","G","2010-06",NA,2,NA,"MaTs",NA,2,1,"Ostracoda",""
"SS","G","2010-06",NA,2,NA,"MaTs",0.125,1,11,"Pentaneurini","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.125,2,11,"Pentaneurini","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.25,3,9,"Pentaneurini","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.25,4,6,"Pentaneurini","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.25,5,1,"Pentaneurini","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.031,2,21,"Probezzia","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.125,5,1,"Probezzia","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.125,6,1,"Probezzia","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.125,7,4,"Probezzia","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",0.125,9,4,"Probezzia","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,1,4,"Tropisternus","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,2,2,"Tropisternus","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,3,5,"Tropisternus","larva"
"SS","G","2010-06",NA,2,NA,"MaTs",NA,4,2,"Tropisternus","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,1,"Anopheles","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,1,85,"Baetis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,2,33,"Baetis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,21,"Baetis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,4,13,"Baetis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,5,6,"Baetis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,4,1,"Caloparyphus","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,6,2,"Caloparyphus","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,8,1,"Caloparyphus","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,2,"Ceratopogonidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,1,"Ceratopogonidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Chimarra","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,31,"Chironomidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,19,"Chironomidae","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,9,"Chironomidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",0.5,4,1,"Chironomidae","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.5,5,2,"Chironomidae","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,4,4,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,5,2,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,6,6,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,7,5,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,8,2,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,9,2,"Cryptolabis","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,1,"Culicoides","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Helicopsyche","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,0,5,"Hydrachnidia",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,5,"Hydrachnidia",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,0,9,"Hydrovolziidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,0,1,"Isotomidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Isotomidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,0,5,"Lebertia",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,9,"Lebertia",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,5,"Leptohyphes","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,4,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,8,"Lopescladius","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,32,"Lopescladius","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,14,"Lopescladius","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,4,2,"Lopescladius","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Neocorixa","nymph"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,1,"Neocorixa","nymph"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,9,"Ochrotrichia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,2,"Ochrotrichia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,4,"Ochrotrichia","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,41,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,65,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,3,11,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,5,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,6,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,8,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,11,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,30,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,38,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,50,1,"Oligochaeta",""
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,1,29,"Pentaneurini","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,2,33,"Pentaneurini","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,3,10,"Pentaneurini","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,4,1,"Pentaneurini","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,5,1,"Pentaneurini","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,8,"Physidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,2,"Physidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,0,2,"Planorbidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Planorbidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",0.031,2,45,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,3,19,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,5,2,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,6,2,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,7,1,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,8,2,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,9,1,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",0.125,10,1,"Probezzia","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Stygothrombiidae",""
"SS","G","2010-06",NA,3,NA,"MaTs",NA,1,1,"Thienemanniella","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,1,"Thienemanniella","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,4,4,"Tipulidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,5,5,"Tipulidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,6,7,"Tipulidae","pupa"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,2,1,"Tropisternus","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,4,1,"Tropisternus","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,6,1,"Tropisternus","larva"
"SS","G","2010-06",NA,3,NA,"MaTs",NA,10,1,"Tropisternus","adult"
"SS","G","2010-06",NA,4,NA,"MaTs",0.25,1,8,"Baetis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.25,2,21,"Baetis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.25,3,18,"Baetis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.25,4,17,"Baetis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.25,5,2,"Baetis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,4,1,"Caloparyphus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,6,1,"Caloparyphus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,2,1,"Cheumatopsyche","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,6,1,"Cheumatopsyche","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,3,2,"Chironomidae","pupa"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,2,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,4,1,"Cryptolabis","pupa"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,5,2,"Cryptolabis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,6,8,"Cryptolabis","pupa"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,7,2,"Cryptolabis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,8,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,9,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,1,9,"Endochironomus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,2,24,"Endochironomus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,3,12,"Endochironomus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,4,11,"Endochironomus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,5,9,"Endochironomus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,8,1,"Euparyphus","larve"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,0,3,"Hydrachnidia",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,3,1,"Leptohyphes","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,4,3,"Leptohyphes","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,3,1,"Neocorixa","nymph"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,1,32,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,2,34,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,3,6,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,4,1,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,5,1,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,6,1,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,7,1,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,8,1,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,10,1,"Oligochaeta",""
"SS","G","2010-06",NA,4,NA,"MaTs",NA,6,1,"Ormosia","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,7,1,"Ormosia","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,1,12,"Pentaneurini","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,2,6,"Pentaneurini","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,3,3,"Pentaneurini","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,4,1,"Pentaneurini","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",NA,5,1,"Pentaneurini","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.5,1,4,"Probezzia","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.5,2,27,"Probezzia","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.5,3,18,"Probezzia","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.5,4,5,"Probezzia","larva"
"SS","G","2010-06",NA,4,NA,"MaTs",0.5,8,1,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,1,69,"Baetis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,2,80,"Baetis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,3,12,"Baetis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,4,4,"Baetis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,5,2,"Baetis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,4,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,14,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,15,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,15,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,5,15,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,6,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,7,4,"Caloparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,1,"Carabidae","Ref, larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,2,"Ceratopogonidae","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,1,6,"Chironomidae","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,21,"Chironomidae","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,14,"Chironomidae","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,4,4,"Chironomidae","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,5,1,"Chironomidae","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,5,8,"Cryptolabis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,7,4,"Cryptolabis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,8,1,"Cryptolabis","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,1,"Dolichopodidae","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,2,"Dolichopodidae","adult, just hatched, wings not spread"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,5,1,"Dolichopodidae","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,1,"Dolichopodidae","adult, just hatched, wings not spread"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,7,3,"Euparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,8,3,"Euparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,9,3,"Euparyphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,0,2,"Hydrachnidia",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,4,"Hydrachnidia",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,2,"Isotomidae",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,0,9,"Lebertia",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,4,"Lebertia",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,1,"Liodessus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,1,3,"Lopescladius","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,2,10,"Lopescladius","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,3,4,"Lopescladius","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,5,"Neocorixa","nymph"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,5,4,"Neocorixa","nymph"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,1,"Ochrotrichia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,2,"Ochrotrichia","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,1,"Ochrotrichia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,1,50,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,69,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,20,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,7,2,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,8,2,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,9,1,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,10,4,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,12,1,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,14,1,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,15,2,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,17,1,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.5,35,1,"Oligochaeta",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,2,"Ormosia","Ref, larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,1,17,"Pentaneurini","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,2,45,"Pentaneurini","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,3,23,"Pentaneurini","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,4,7,"Pentaneurini","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,5,4,"Pentaneurini","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.25,6,1,"Pentaneurini","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,1,"Physidae",""
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,1,"Planorbidae",""
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,2,39,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,3,40,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,4,4,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,8,1,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,9,1,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",0.062,10,1,"Probezzia","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,1,2,"Progomphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,5,"Progomphus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,1,"Staphylinidae","Ref, adult"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,3,"Tipulidae","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,5,8,"Tipulidae","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,4,"Tipulidae","pupa"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,1,"Tricorythodes","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,2,1,"Tropisternus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,3,1,"Tropisternus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,4,1,"Tropisternus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,5,2,"Tropisternus","larva"
"SS","G","2010-06",NA,5,NA,"MaTs",NA,6,2,"Tropisternus","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,1,13,"Baetis","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,13,"Baetis","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,10,"Baetis","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,4,2,"Baetis","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,5,"Caloparyphus","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,4,2,"Caloparyphus","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,5,1,"Caloparyphus","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,6,1,"Caloparyphus","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,5,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,10,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,5,1,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,9,1,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,1,"Chimarra","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,7,"Corynoneura","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,7,"Corynoneura","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,1,2,"Cryptolabis","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,4,1,"Cryptolabis","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,16,"Helicopsyche",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,28,"Helicopsyche",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,5,2,"Helicopsyche","empty shell"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,1,2,"Hydrachnidia",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,1,30,"Leptohyphes","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,9,"Leptohyphes","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,1,"Leptohyphes","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,1,"Neocorixa","nymph"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,7,1,"Neocorixa","adult"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,1,2,"Oligochaeta",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,9,"Oligochaeta",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,2,"Oligochaeta",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,5,1,"Oligochaeta",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,8,1,"Oligochaeta",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,9,1,"Oligochaeta",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,1,36,"Pentaneurini","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,17,"Pentaneurini","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,6,"Pentaneurini","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,4,4,"Pentaneurini","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,6,1,"Physa",""
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,1,"Probezzia","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,3,5,"Probezzia","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,7,4,"Probezzia","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,8,2,"Probezzia","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,9,2,"Probezzia","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,5,2,"Progomphus","larva"
"BMW","G","2010-07",NA,1,NA,"MaTs",NA,2,1,"Staphylinidae","Ref, larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,1,8,"Baetis","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,2,4,"Baetis","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,1,1,"Caloparyphus","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,2,6,"Caloparyphus","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,3,6,"Caloparyphus","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,5,4,"Caloparyphus","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,2,1,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,5,1,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,6,1,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,9,1,"Cheumatopsyche","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,1,3,"Chimarra","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,2,4,"Chimarra","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,3,1,"Chimarra","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,4,1,"Chimarra","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,5,1,"Chimarra","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",0.625,3,3,"Cryptolabis","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",0.625,4,12,"Cryptolabis","larva"
"BMW","G","2010-07",NA,2,NA,"MaTs",NA,5,17,"Cryptolabis","pupa"
